group_id,page_id,qa_id,question,answer,similarity_score,action,kept_qa_id
semantic-1103,51-313_body-equ,51-313_body-equ-q08,How thick should the residual cement be cut to on the body opening surface?,"Cut off residual cement on body opening surface with the knife to about 0.5 mm (0.020"").",0.9170987010002136,dropped,51-317_body-equ-q08
semantic-1104,51-314_body-equ,51-314_body-equ-q03,What are the cement bead dimensions when replacing a window?,"When replacing a window, the cement bead dimensions are a = 10 mm (0.394"") and b = 12 mm (0.472"").",0.9312213063240051,kept,51-314_body-equ-q03
semantic-1104,51-314_body-equ,51-314_body-equ-q02,What are the dimensions for the cement bead when reusing a window?,"When reusing a window, the cement bead dimensions are a = 12 mm (0.472"") and b = 22 mm (0.866"").",0.9312213063240051,dropped,51-314_body-equ-q03
semantic-1105,51-317_body-equ,51-317_body-equ-q06,What is the minimum air drying time required after applying primer?,The air drying time must be at least 10 minutes after applying primer.,0.9122348427772522,kept,51-317_body-equ-q06
semantic-1105,51-314_body-equ,51-314_body-equ-q05,How long is the air drying time required after coating with primer?,Air drying time at least 10 minutes.,0.9122348427772522,dropped,51-317_body-equ-q06
semantic-1106,51-360_body-equ,51-360_body-equ-q03,What is the first step in removing a rear side window according to the procedure?,"The first step is to remove the rear side trim panel (see section 51 43 000), then lift off the C pillar plate and unscrew the screw.",0.9319508671760559,kept,51-360_body-equ-q03
semantic-1106,51-316_body-equ,51-316_body-equ-q06,What is the first step shown for removing the rear window?,Lift out clips.,0.9319508671760559,dropped,51-360_body-equ-q03
semantic-1107,51-330_body-equ,51-330_body-equ-q07,How do you remove the window regulator from the door?,"Pull off plug and slide window regulator forward out of the guides, then lift out complete window regulator.",0.9674766659736633,kept,51-330_body-equ-q07
semantic-1107,51-324_body-equ,51-324_body-equ-q07,How should the window regulator be removed from the door?,Pull off the plug and slide the window regulator forward out of the guides.,0.9674766659736633,dropped,51-330_body-equ-q07
semantic-1108,51-340_body-equ,51-340_body-equ-q01,What is the part number for the rear door trim panel that needs to be removed?,The rear door trim panel part number is 51 42 001.,0.9237654209136963,kept,51-340_body-equ-q01
semantic-1108,51-344_body-equ,51-344_body-equ-q02,What part number is specified for the rear door trim panel?,The rear door trim panel part number is 51 42 001.,0.9237654209136963,dropped,51-340_body-equ-q01
semantic-1109,51-371_body-equ,51-371_body-equ-q03,What are the initial steps before removing the window regulator?,"Window closed, disconnect plug, and unscrew screws.",0.9515888094902039,kept,51-371_body-equ-q03
semantic-1109,51-340_body-equ,51-340_body-equ-q08,What is the final step in removing the window regulator?,Turn and remove the window regulator.,0.9515888094902039,dropped,51-371_body-equ-q03
semantic-1109,51-370_body-equ,51-370_body-equ-q11,What is the final step when removing the window regulator?,Turn and lift out the window regulator.,0.9515888094902039,dropped,51-371_body-equ-q03
semantic-1109,51-371_body-equ,51-371_body-equ-q04,How is the complete window regulator removed?,Remove complete window regulator from above.,0.9515888094902039,dropped,51-371_body-equ-q03
semantic-1110,51-371_body-equ,51-371_body-equ-q01,What is the procedure number for removing and installing or replacing a window regulator?,The procedure number is 51 37 000.,0.9016707539558411,kept,51-371_body-equ-q01
semantic-1110,51-340_body-equ,51-340_body-equ-q11,What is the procedure code for removing and installing/replacing the window regulator?,The procedure code is 51 34 020.,0.9016707539558411,dropped,51-371_body-equ-q01
semantic-1111,64-502_heating-,64-502_heating--q07,What is shown in diagram 30 64 137?,Diagram 30 64 137 shows the removal of the temperature switch and temperature sensor from the housing.,0.944576621055603,kept,64-502_heating--q07
semantic-1111,51-341_body-equ,51-341_body-equ-q12,What is shown in diagram 30 51 137?,Diagram 30 51 137 shows the step where screws are loosened.,0.944576621055603,dropped,64-502_heating--q07
semantic-1112,51-342_body-equ,51-342_body-equ-q01,What is the procedure number for replacing left or right rear door window?,51 34 171 REPLACING LEFT OR RIGHT REAR DOOR WINDOW.,0.9317392110824585,kept,51-342_body-equ-q01
semantic-1112,51-344_body-equ,51-344_body-equ-q01,What is the procedure number for replacing window fixed in frame of left or right rear door?,The procedure number is 51 34 191.,0.9317392110824585,dropped,51-342_body-equ-q01
semantic-1113,51-343_body-equ,51-343_body-equ-q06,What installation tip is given for working with the rubber frame?,Coat the rubber frame with relaxed water to make installation easier.,0.9466607570648193,kept,51-343_body-equ-q06
semantic-1113,51-345_body-equ,51-345_body-equ-q11,What installation tip is provided for the rubber frame?,Coat the rubber frame with relaxed water to make installation easier.,0.9466607570648193,dropped,51-343_body-equ-q06
semantic-1114,51-343_body-equ,51-343_body-equ-q08,What component is shown in diagram 30 51 144?,The diagram shows the door remote control being unscrewed and the clip being loosened.,0.9136624932289124,kept,51-343_body-equ-q08
semantic-1114,51-456_body-equ,51-456_body-equ-q08,What component is shown in diagram 30 13 208?,The diagram shows the glove box area with the light plug that needs to be pulled off.,0.9136624932289124,dropped,51-343_body-equ-q08
semantic-1115,51-343_body-equ,51-343_body-equ-q11,What is being shown in diagram 30 51 131?,The diagram shows loosening the guide rail on the rubber frame of the fixed window and disconnecting the retainer at the top.,0.9072535037994385,kept,51-343_body-equ-q11
semantic-1115,51-343_body-equ,51-343_body-equ-q12,What does diagram 30 51 132 demonstrate?,The diagram demonstrates how the beads on the rubber frame must engage in bores of the window guide during installation.,0.9072535037994385,dropped,51-343_body-equ-q11
semantic-1116,51-360_body-equ,51-360_body-equ-q10,Where should the installation of ornamental strips begin?,Installation of ornamental strips should begin at the upper edge of the window.,0.9286442995071411,kept,51-360_body-equ-q10
semantic-1116,51-361_body-equ,51-361_body-equ-q07,Where should you begin inserting the ornamental strips during installation?,"Insert ornamental strips, beginning at upper window edge.",0.9286442995071411,dropped,51-360_body-equ-q10
semantic-1117,51-420_body-equ,51-420_body-equ-q01,What is the procedure number for replacing the left or right rear door trim panel?,The procedure number is 51 42 001 for replacing left or right rear door trim panel.,0.9700068831443787,kept,51-420_body-equ-q01
semantic-1117,51-410_body-equ,51-410_body-equ-q01,What is the procedure number for replacing left or right front door trim panel?,The procedure number is 51 41 001.,0.9700068831443787,dropped,51-420_body-equ-q01
semantic-1118,51-410_body-equ,51-410_body-equ-q04,What should be checked when installing the door trim panel?,"Check clips, replacing if necessary.",0.9388571977615356,kept,51-410_body-equ-q04
semantic-1118,51-411_body-equ,51-411_body-equ-q03,What should you check during installation of the door trim panel components?,Check for correct fit of clips.,0.9388571977615356,dropped,51-410_body-equ-q04
semantic-1119,51-420_body-equ,51-420_body-equ-q04,What happens to the window recess seal when you lift the door trim panel out of clamps?,The window recess seal will also be pulled off when the door trim panel is lifted out of clamps.,0.9935942888259888,kept,51-420_body-equ-q04
semantic-1119,51-411_body-equ,51-411_body-equ-q01,What happens to the window recess seal when lifting the door trim panel out of the clamps?,The window recess seal will also be lifted out along with the door trim panel.,0.9935942888259888,dropped,51-420_body-equ-q04
semantic-1120,51-431_body-equ,51-431_body-equ-q01,What specific step is required for convertibles when removing the rear seat cushion?,"For convertibles, you must lift out the rear seat cushion, and during installation, the seat cushion must engage in the openings.",0.9149866700172424,kept,51-431_body-equ-q01
semantic-1120,72-114_equipmen,72-114_equipmen-q01,What special procedure is required for convertibles when removing the rear seat cushion and backrest?,"For convertibles, you need to remove the rear seat cushion and backrest - see section 52 20 000.",0.9149866700172424,dropped,51-431_body-equ-q01
semantic-1121,51-432_body-equ,51-432_body-equ-q05,What is the final step shown in figure 30 51 433 for trim panel removal?,"Press out cover and run belt through B pillar trim panel, then remove trim panel.",0.9667792320251465,kept,51-432_body-equ-q05
semantic-1121,51-432_body-equ,51-432_body-equ-q03,What steps are shown in figure 30 51 431 for trim panel removal?,Pull off cap and unscrew screw.,0.9667792320251465,dropped,51-432_body-equ-q05
semantic-1122,51-456_body-equ,51-456_body-equ-q02,What is the first step when removing the instrument panel trim at the bottom left?,Unscrew screws and take out trim panel.,0.9463881850242615,kept,51-456_body-equ-q02
semantic-1122,51-450_body-equ,51-450_body-equ-q01,What is the first step when removing and installing the instrument panel trim?,Disconnect the battery ground lead.,0.9463881850242615,dropped,51-456_body-equ-q02
semantic-1123,51-452_body-equ,51-452_body-equ-q12,What is the final step shown for instrument carrier removal?,Lift instrument carrier out of instrument panel and pull off all plugs.,0.9177928566932678,kept,51-452_body-equ-q12
semantic-1123,65-304_radio-an,65-304_radio-an-q06,What is the procedure for removing the instrument carrier?,Lift instrument carrier out of instrument panel. Pull off all plugs.,0.9177928566932678,dropped,51-452_body-equ-q12
semantic-1124,51-470_body-equ,51-470_body-equ-q09,In what direction should you push the cover strip after removing it from the first clip?,Push the cover strip forward as far as possible until the rear clips are cleared.,0.9182055592536926,kept,51-470_body-equ-q09
semantic-1124,51-470_body-equ,51-470_body-equ-q11,"After pushing the cover strip forward, in which direction do you pull it off?",Pull off the cover strip toward the rear after the rear clips are cleared.,0.9182055592536926,dropped,51-470_body-equ-q09
semantic-1125,51-475_body-equ,51-475_body-equ-q03,What are the two main steps required to remove the engine splash guard?,"First, unscrew bolts on left and right sides, then remove engine splash guard.",0.9644711017608643,kept,51-475_body-equ-q03
semantic-1125,51-475_body-equ,51-475_body-equ-q02,What is the first step in removing the engine splash guard?,Unscrew bolts on left and right sides.,0.9644711017608643,dropped,51-475_body-equ-q03
semantic-1126,65-361_radio-an,65-361_radio-an-q05,Is it necessary to remove the front spoiler to remove the temperature sensor?,"No, it is not necessary to remove the temperature sensor. The front spoiler removal shown in the image is only for better understanding of the procedure.",0.9077799916267395,kept,65-361_radio-an-q05
semantic-1126,51-710_body-equ,51-710_body-equ-q12,Is the temperature sensor always present when removing the front spoiler?,"No, the temperature sensor is only present if applicable, as indicated by the instruction 'If applicable, pull off temperature sensor (1).'",0.9077799916267395,dropped,65-361_radio-an-q05
semantic-1127,51-712_body-equ,51-712_body-equ-q01,What is the procedure number for replacing the plate on rear side panel?,51 71 440 REPLACING PLATE ON REAR SIDE PANEL,0.959966242313385,kept,51-712_body-equ-q01
semantic-1127,51-711_body-equ,51-711_body-equ-q01,What is the procedure number for replacing the plate on the front side panel?,The procedure number is 51 71 434.,0.959966242313385,dropped,51-712_body-equ-q01
semantic-1128,51-711_body-equ,51-711_body-equ-q04,What installation step is required for the sealing cord?,Pull new sealing cord into panel.,0.9272685647010803,kept,51-711_body-equ-q04
semantic-1128,51-712_body-equ,51-712_body-equ-q06,What needs to be done with the sealing cord during installation?,Pull new sealing cord into plate.,0.9272685647010803,dropped,51-711_body-equ-q04
semantic-1128,51-716_body-equ,51-716_body-equ-q09,What is the installation procedure for the sealing cord?,Pull new sealing cord into guard.,0.9272685647010803,dropped,51-711_body-equ-q04
semantic-1129,65-305_radio-an,65-305_radio-an-q10,What should be applied to the hole edges after drilling?,Zinc dust paint should be applied to coat the edges of the holes after deburring.,0.9244699478149414,kept,65-305_radio-an-q10
semantic-1129,51-711_body-equ,51-711_body-equ-q09,What should be applied to the edges of the drilled holes?,Deburr and coat edges of holes with zinc dust paint.,0.9244699478149414,dropped,65-305_radio-an-q10
semantic-1130,51-713_body-equ,51-713_body-equ-q06,What type of paint should be used on the drilled hole edges?,Zinc dust paint should be used to coat the edges of the holes.,0.9265148639678955,kept,51-713_body-equ-q06
semantic-1130,51-717_body-equ,51-717_body-equ-q10,What type of paint should be used to coat the hole edges?,Zinc dust paint should be used to coat the edges of the holes.,0.9265148639678955,dropped,51-713_body-equ-q06
semantic-1131,51-713_body-equ,51-713_body-equ-q09,Why is it important to coat the hole edges with zinc dust paint?,The zinc dust paint coating protects the drilled hole edges from corrosion.,0.9336782693862915,kept,51-713_body-equ-q09
semantic-1131,65-101_radio-an,65-101_radio-an-q12,What is the purpose of coating the hole edges with zinc dust paint?,To prevent rust formation after deburring the hole edges.,0.9336782693862915,dropped,51-713_body-equ-q09
semantic-1132,51-769_body-equ,51-769_body-equ-q07,What steps are required for cars before 09/85 with carpeting and with front speakers?,"Unscrew cover (1) and take out speaker, pull away carpet on side, push mounting tab of footrest underneath the carpet and mount with bolt (2).",0.9055594801902771,kept,51-769_body-equ-q07
semantic-1132,51-769_body-equ,51-769_body-equ-q06,What procedure is described for cars before 09/85 with carpeting and without front speakers?,Pull away carpet on side and mount self-tapping nut.,0.9055594801902771,dropped,51-769_body-equ-q07
semantic-1133,51-802_body-equ,51-802_body-equ-q05,What should I do if pin 4 (brown) of the control unit does not have ground?,Check socket 4 wire (brown) on control unit plug for breaks and repair if necessary. Also refer to ground supply on central ground point behind the instrument panel at bottom left.,0.9037042856216431,kept,51-802_body-equ-q05
semantic-1133,51-802_body-equ,51-802_body-equ-q06,What is the solution if pin 4 (brown) of the control unit has proper ground?,Replace the control unit.,0.9037042856216431,dropped,51-802_body-equ-q05
semantic-1134,51-813_body-equ,51-813_body-equ-q05,What symptom is being diagnosed in section 3 of this troubleshooting flowchart?,No Function When Operating Left Rear Door Window Push Button (In Center Console),0.9592915773391724,kept,51-813_body-equ-q05
semantic-1134,51-803_body-equ,51-803_body-equ-q01,What is the main symptom being diagnosed in this troubleshooting flowchart?,No function when operating driver's door lock (unlocking - locking).,0.9592915773391724,dropped,51-813_body-equ-q05
semantic-1135,51-804_body-equ,51-804_body-equ-q06,What socket should I check for passenger's door drive against car ground?,Check socket 5 (brown) on plug for passenger's door drive against car ground.,0.9166387915611267,kept,51-804_body-equ-q06
semantic-1135,51-803_body-equ,51-803_body-equ-q06,Which socket should I check on the driver's door drive plug against car ground?,Check socket 5 (brown) on plug for driver's door drive against car ground.,0.9166387915611267,dropped,51-804_body-equ-q06
semantic-1136,51-814_body-equ,51-814_body-equ-q08,What color wires correspond to pins 4 and 5 on the left rear door window push button?,Pins 4 and 5 correspond to brown wires on the left rear door window push button.,0.9314383864402771,kept,51-814_body-equ-q08
semantic-1136,51-812_body-equ,51-812_body-equ-q05,What wire colors are mentioned for pins 4 and 5 of the driver's door window push button?,Pins 4 and 5 of the driver's door window push button are brown wires.,0.9314383864402771,dropped,51-814_body-equ-q08
semantic-1136,51-812_body-equ,51-812_body-equ-q08,What wire colors are specified for pin 1 and pin 8 of the driver's door window push button?,Pin 1 is black and pin 8 is violet.,0.9314383864402771,dropped,51-814_body-equ-q08
semantic-1137,51-813_body-equ,51-813_body-equ-q02,What should I inspect if there's no voltage or ground in sockets 2 and 1 of the plug connection between door wire harness and window motor when operating the driver's door push button?,"Check door wire harness for breaks, repairing if necessary.",0.9273635745048523,kept,51-813_body-equ-q02
semantic-1137,51-815_body-equ,51-815_body-equ-q01,What should I check if there is no voltage or ground in sockets 2 or 3 of the plug connection between left rear door wire harness and power window motor while operating the push button?,"Check door wire harness for breaks, repairing if necessary.",0.9273635745048523,dropped,51-813_body-equ-q02
semantic-1138,51-813_body-equ,51-813_body-equ-q10,Which sockets should be checked for voltage or ground when testing the connection between the door wire harness and window motor?,Sockets 2 and 1 of the plug connection between door wire harness and window motor.,0.9444087743759155,kept,51-813_body-equ-q10
semantic-1138,51-815_body-equ,51-815_body-equ-q03,Which sockets should I test for voltage or ground in the plug connection between left rear door wire harness and power window motor?,Sockets 2 or 3.,0.9444087743759155,dropped,51-813_body-equ-q10
semantic-1139,52-201_seats,52-201_seats-q02,What is the first step to remove the rear seat cushion?,"Lift out seat cushion, then unscrew bolt (1).",0.9476256966590881,kept,52-201_seats-q02
semantic-1139,65-101a_radio-an,65-101a_radio-an-q05,What is the first step for removing the seat cushion?,Lift out seat cushion.,0.9476256966590881,dropped,52-201_seats-q02
semantic-1140,54-02_hood-sun,54-02_hood-sun-q03,What are the steps to remove the sun roof winder escutcheon?,Unscrew the bolt and remove the escutcheon.,0.9326151609420776,kept,54-02_hood-sun-q03
semantic-1140,54-02_hood-sun,54-02_hood-sun-q04,How do you remove the sun roof winder after removing the escutcheon?,Unscrew the bolts and remove the winder.,0.9326151609420776,dropped,54-02_hood-sun-q03
semantic-1141,54-03_hood-sun,54-03_hood-sun-q03,What procedure is referenced for removing and installing the sun roof lid?,Remove and install sun roof lid 54 12 100.,0.927669882774353,kept,54-03_hood-sun-q03
semantic-1141,54-07_hood-sun,54-07_hood-sun-q02,What should be removed and installed first according to the sun roof lid procedure?,Remove and install sun roof lid 54 12 100.,0.927669882774353,dropped,54-03_hood-sun-q03
semantic-1142,54-03_hood-sun,54-03_hood-sun-q09,What marking system is used to identify left and right guide pins?,Guide pins (2) are marked with L for left or R for right.,0.9119406342506409,kept,54-03_hood-sun-q09
semantic-1142,54-07_hood-sun,54-07_hood-sun-q04,How are the guide pins marked to distinguish left from right?,Guide pins (2) are marked L = left or R = right.,0.9119406342506409,dropped,54-03_hood-sun-q09
semantic-1143,54-08_hood-sun,54-08_hood-sun-q07,How should the trim be handled during removal?,"Pull off the trim carefully and unscrew the left and right bolts. During installation, paste the trim.",0.983514130115509,kept,54-08_hood-sun-q07
semantic-1143,54-04_hood-sun,54-04_hood-sun-q03,How should the trim be handled during the removal process?,Pull off trim carefully and unscrew left and right bolts.,0.983514130115509,dropped,54-08_hood-sun-q07
semantic-1144,65-91_radio-an,65-91_radio-an-q09,What should be done with the edge guard during removal?,Pull off edge guard (3) partially.,0.9583278894424438,kept,65-91_radio-an-q09
semantic-1144,54-04_hood-sun,54-04_hood-sun-q08,How should the edge guard be handled during removal?,Pull off edge guard partially.,0.9583278894424438,dropped,65-91_radio-an-q09
semantic-1145,54-09_hood-sun,54-09_hood-sun-q03,What causes the sun roof to lift onesidedly?,"The sun roof lifts onesidedly due to drive cables being maladjusted in position 0 or rear guide turns on drive cable. To correct this, adjust drive cables in position 0 and lock drive cable in front of and behind guide with punch marks or by squeezing.",0.9403107166290283,kept,54-09_hood-sun-q03
semantic-1145,54-10_hood-sun,54-10_hood-sun-q06,What causes the sun roof not to lift?,The sun roof may not lift due to a defective relay or maladjustment.,0.9403107166290283,dropped,54-09_hood-sun-q03
semantic-1146,54-10_hood-sun,54-10_hood-sun-q02,What causes whistling noise when the sun roof is closed?,An excessive gap between the roof and sun roof front or rear causes whistling noise with the sun roof closed.,0.9038059711456299,kept,54-10_hood-sun-q02
semantic-1146,54-10_hood-sun,54-10_hood-sun-q03,How do I fix whistling noise from a closed sun roof?,Replace the rubber seals or adjust the sun roof lid to eliminate the excessive gap.,0.9038059711456299,dropped,54-10_hood-sun-q02
semantic-1147,54-16_hood-sun,54-16_hood-sun-q02,What should the distance measurement be for the front threaded pin?,The distance A should be 181 mm (7.126 inches) for the front threaded pin.,0.9276130795478821,kept,54-16_hood-sun-q02
semantic-1147,54-16_hood-sun,54-16_hood-sun-q03,What is the specified distance measurement for the rear threaded pin?,The distance B should be 159 mm (6.260 inches) for the rear threaded pin.,0.9276130795478821,dropped,54-16_hood-sun-q02
semantic-1148,62-02_instrume,62-02_instrume-q03,What is the first step shown for both temperature gauge and fuel gauge removal?,"The first step is to unscrew screws, as indicated by the arrows pointing to the screws in the instrument cluster.",0.9074441194534302,kept,62-02_instrume-q03
semantic-1148,62-02_instrume,62-02_instrume-q05,What procedure must be performed before removing either the temperature gauge or fuel gauge?,Remove and install instrument carrier assembly 62 21 000.,0.9074441194534302,dropped,62-02_instrume-q03
semantic-1149,62-78_instrume,62-78_instrume-q09,What resistance value should I measure in the bulb tester for proper operation?,"The resistance should be 4.7 ohms in the bulb tester from terminal 31 to terminal KKL with lights turned on. If not okay, replace the bulb tester.",0.930992066860199,kept,62-78_instrume-q09
semantic-1149,62-76_instrume,62-76_instrume-q05,What resistance reading should you get when testing the bulb tester?,Resistance should be 4.7 ohms in bulb tester from terminal 31 to terminal 54 KL with stop light switch operated.,0.930992066860199,dropped,62-78_instrume-q09
semantic-1150,62-78_instrume,62-78_instrume-q08,How do I check the ground connection on the bulb tester?,"Check terminal 31 (ground) on the bulb tester. If it's not okay, make the ground connection.",0.9762459993362427,kept,62-78_instrume-q08
semantic-1150,62-77_instrume,62-77_instrume-q07,How do you test the ground connection on the bulb tester?,Check if terminal 31 (ground) on bulb tester is okay.,0.9762459993362427,dropped,62-78_instrume-q08
semantic-1151,62-78_instrume,62-78_instrume-q10,What is the final step if the wire from bulb tester terminal KKL to check control terminal KKL is faulty?,"If the wire from bulb tester terminal KKL to check control terminal KKL is not okay, check or replace the wire, then check plug connections on check control and replace the check control.",0.9115565419197083,kept,62-78_instrume-q10
semantic-1151,62-77_instrume,62-77_instrume-q09,What is the final step if the wire from bulb tester terminal 58 KL to check control is not okay?,"Check or replace the wire, then check plug connections on check control and replace check control if necessary.",0.9115565419197083,dropped,62-78_instrume-q10
semantic-1152,63-04_lights,63-04_lights-q10,What callout number 30 63 042 shows in the center stop light illustration?,Callout number 30 63 042 shows the reflector component of the center stop light.,0.9291567802429199,kept,63-04_lights-q10
semantic-1152,63-04_lights,63-04_lights-q09,What callout number 30 63 041 identifies in the center stop light diagram?,Callout number 30 63 041 identifies the center stop light assembly.,0.9291567802429199,dropped,63-04_lights-q10
semantic-1153,64-00-index-a_heating-,64-00-index-a_heating--q01,What section number covers Heating and Air Conditioning in this manual?,Section 64 covers Heating and Air Conditioning.,0.9399239420890808,kept,64-00-index-a_heating--q01
semantic-1153,64-00-index-b_heating-,64-00-index-b_heating--q01,What section number covers Heating and Air Conditioning?,Section 64 covers Heating and Air Conditioning.,0.9399239420890808,dropped,64-00-index-a_heating--q01
semantic-1154,64-02_heating-,64-02_heating--q05,Where are the arrows with callout 1 positioned in the dashboard?,"The arrows with callout 1 are positioned on the right side of the dashboard, pointing towards what appears to be air vents or distribution points.",0.905093789100647,kept,64-02_heating--q05
semantic-1154,64-02_heating-,64-02_heating--q06,Where is the arrow with callout 2 located in relation to the dashboard?,"The arrow with callout 2 is located on the left side of the dashboard diagram, pointing towards the left portion of the ventilation system.",0.905093789100647,dropped,64-02_heating--q05
semantic-1155,64-07_heating-,64-07_heating--q06,Where should the red charging hose be connected?,Connect red charging hose (1) on the high pressure side (thin pipe or drier) of the air conditioner.,0.9033316373825073,kept,64-07_heating--q06
semantic-1155,64-07_heating-,64-07_heating--q05,Where should the blue charging hose be connected?,Connect blue charging hose (1) on the low pressure side (thick pipe) of the air conditioner.,0.9033316373825073,dropped,64-07_heating--q06
semantic-1156,64-10_heating-,64-10_heating--q05,What is the final step shown for completely removing the valve core assembly?,Unscrew the coupling nut (3) and take off the valve turner (2) with valve core (4).,0.9115596413612366,kept,64-10_heating--q05
semantic-1156,64-10_heating-,64-10_heating--q02,What are the first two steps for removing the valve core?,"First, unscrew the protective cap (1), then screw on the valve core remover (2).",0.9115596413612366,dropped,64-10_heating--q05
semantic-1157,64-113_heating-,64-113_heating--q09,How should the cable be connected during installation at the sliding control?,"Connect cable (1) in sliding control (2), push sliding control end of air flap against stop, turn sleeve (3) enough until it can be placed in opening, and secure cable with clamp (4).",0.9503574371337891,kept,64-113_heating--q09
semantic-1157,64-111_heating-,64-111_heating--q05,What is the correct installation procedure for connecting the cable in the sliding control?,"Connect cable (1) in sliding control (2), push sliding control and air flap against stop, turn sleeve (3) enough until it can be placed in opening, and secure cable with clamp (4).",0.9503574371337891,dropped,64-113_heating--q09
semantic-1158,64-111_heating-,64-111_heating--q06,What should you do after unscrewing the screws from the control panel?,Pull out control panel slightly.,0.9422742128372192,kept,64-111_heating--q06
semantic-1158,64-112_heating-,64-112_heating--q05,How should you remove the control panel after unscrewing screws?,Pull out control panel slightly.,0.9422742128372192,dropped,64-111_heating--q06
semantic-1158,64-114_heating-,64-114_heating--q05,What should you do after unscrewing the control panel screws?,Disconnect plug.,0.9422742128372192,dropped,64-111_heating--q06
semantic-1159,64-112_heating-,64-112_heating--q12,What reference numbers are shown for the instrument panel trim and tray removal?,"The instrument panel trim removal is referenced as 51 45 180, and the tray removal is referenced as 51 16 200.",0.96890789270401,kept,64-112_heating--q12
semantic-1159,64-111_heating-,64-111_heating--q11,What are the reference numbers mentioned for the instrument panel trim and tray removal?,The instrument panel trim reference is 51 45 180 and the tray reference is 51 16 200.,0.96890789270401,dropped,64-112_heating--q12
semantic-1159,64-113_heating-,64-113_heating--q11,Which reference numbers are associated with removing and installing the instrument panel trim and tray?,Reference 51 45 180 for instrument panel trim on left side and reference 51 16 200 for the tray.,0.96890789270401,dropped,64-112_heating--q12
semantic-1160,65-301_radio-an,65-301_radio-an-q12,What safety precaution is mentioned at the beginning of the procedure?,Disconnect the battery ground lead before beginning any work.,0.9115680456161499,kept,65-301_radio-an-q12
semantic-1160,64-111_heating-,64-111_heating--q12,What safety precaution should be taken before starting this procedure?,Disconnect battery ground lead before beginning any work.,0.9115680456161499,dropped,65-301_radio-an-q12
semantic-1161,64-112_heating-,64-112_heating--q07,What components are shown in the diagram numbered 30 64 134?,"The diagram shows components labeled (1) and (2), with arrows indicating movement directions for the temperature mixing flap mechanism.",0.9162377715110779,kept,64-112_heating--q07
semantic-1161,64-112_heating-,64-112_heating--q11,What components are numbered in diagram 30 64 173?,"The diagram shows numbered components (1), (2), and (3) related to the control panel removal procedure.",0.9162377715110779,dropped,64-112_heating--q07
semantic-1162,64-114_heating-,64-114_heating--q09,What adjustment must be made to the operating rod?,The length of the operating rod must be adjusted in such a manner that the fresh air/circulating air flaps can be opened and closed completely by the operating motor.,0.9036191701889038,kept,64-114_heating--q09
semantic-1162,64-114_heating-,64-114_heating--q10,How is the operating rod adjustment performed?,Adjust by disconnecting on the operating motor and turning the operating rod in the ball head.,0.9036191701889038,dropped,64-114_heating--q09
semantic-1163,64-119_heating-,64-119_heating--q02,What are the first steps for removing the blower switch on cars without radio?,"Lift off radio opening mask, then pull off control knob.",0.9348081946372986,kept,64-119_heating--q02
semantic-1163,64-119_heating-,64-119_heating--q03,How do you remove the blower switch on cars with radio?,Unscrew bolt (1).,0.9348081946372986,dropped,64-119_heating--q02
semantic-1164,64-119_heating-,64-119_heating--q05,What does callout number 2 indicate in the glove box diagram?,The trim panel that needs to be taken off after unscrewing the screw.,0.9626322388648987,kept,64-119_heating--q05
semantic-1164,64-119_heating-,64-119_heating--q04,What does callout number 1 indicate in the glove box area diagram?,The screw that needs to be unscrewed when opening the glove box.,0.9626322388648987,dropped,64-119_heating--q05
semantic-1165,64-121_heating-,64-121_heating--q03,Which instrument panel components need to be removed and installed?,"Remove and install instrument panel trim on left side 51 45 180, and remove and install tray 51 16 200.",0.9163287281990051,kept,64-121_heating--q03
semantic-1165,64-502_heating-,64-502_heating--q09,What instrument panel component needs to be removed according to the procedure?,The instrument panel trim on the left side (reference 51 45 130) needs to be removed and installed.,0.9163287281990051,dropped,64-121_heating--q03
semantic-1166,64-502_heating-,64-502_heating--q08,Which tray must be removed and installed as part of this procedure?,Tray 51 16 200 must be removed and installed.,0.9832649827003479,kept,64-502_heating--q08
semantic-1166,64-123_heating-,64-123_heating--q03,Which tray needs to be removed and installed during this procedure?,Remove and install tray 51 16 200.,0.9832649827003479,dropped,64-502_heating--q08
semantic-1167,64-500_heating-,64-500_heating--q04,What tool is recommended for discharging pressure in the air conditioner?,A valve core remover should be used to discharge pressure in the air conditioner.,0.9874323010444641,kept,64-500_heating--q04
semantic-1167,64-503_heating-,64-503_heating--q04,What tool is recommended for discharging pressure in the air conditioner system?,A valve core remover.,0.9874323010444641,dropped,64-500_heating--q04
semantic-1168,65-360_radio-an,65-360_radio-an-q09,What is the procedure for accessing components behind the glove box?,Open the glove box and pull out pins (1) of both retaining straps to gain access.,0.9156707525253296,kept,65-360_radio-an-q09
semantic-1168,64-500_heating-,64-500_heating--q06,How do you access the glove box components?,"Open glove box, unscrew bolt (1), and take off trim panel (2).",0.9156707525253296,dropped,65-360_radio-an-q09
semantic-1169,64-501_heating-,64-501_heating--q05,What must be replaced during installation according to the instructions?,The seals must be replaced during installation.,0.9822942614555359,kept,64-501_heating--q05
semantic-1169,64-504_heating-,64-504_heating--q07,What needs to be replaced during installation according to the instructions?,Replace seals during installation.,0.9822942614555359,dropped,64-501_heating--q05
